0	0	0	1	1	1
Cda	3.7123866	3.4520202	2.3966932	3.1775506	3.1709251	3.0344098
RGD1564315	8.131241	8.275181	8.211873	7.6584487	7.534792	7.61849
Ctnnb1	11.345497	10.789237	11.704795	11.234794	11.5369835	11.584279
MGC95014	9.568982	9.442558	9.733528	10.448697	9.73113	10.26193
RGD1304910	7.736543	8.041667	7.7556925	7.9358783	7.806439	7.638419
Adipor2	8.775938	8.599921	8.823426	9.63063	9.441258	9.410193
Sel1h	8.796337	8.882437	8.518409	9.263827	8.76243	9.51936
RGD1308828	9.3016	8.881748	9.08953	8.491823	8.573303	8.841863
Pdgfa	8.01045	7.535782	7.8666177	8.369853	8.299635	8.019733
Cox7b	12.604674	12.939569	12.598838	12.981544	12.851684	13.0626745
RGD1559454	6.570852	6.58835	5.682959	6.404174	6.0891213	6.369744
Wwp1	7.1993713	7.1094565	7.0612826	7.683252	7.1039085	7.2111526
Dre1	10.240638	10.412612	10.356212	9.996652	10.382088	9.826255
Ly86	9.100568	8.938335	8.674447	7.616567	7.345365	7.6717696
Scye1	9.282779	8.9244995	8.932805	8.327421	8.501139	8.402514
Metapl1	6.649492	6.457723	6.2739472	6.8018513	6.5299597	6.5465918
Lzts1	4.765432	3.896942	3.765234	4.8109994	3.8308146	4.2006106
Pde6d	10.285731	10.36966	10.236507	10.216022	10.215842	10.064558
Cox15	0.38047847	9.986966	10.137448	9.869692	9.779796	9.529062
RGD1566052	8.2580805	8.558792	8.202395	8.618889	8.280556	8.567498
LOC368062	9.943144	10.090936	9.751039	10.651074	10.409523	11.064152
Cal	8.35218	8.367326	7.7676883	8.113549	7.7680244	7.981489
RGD1311037	8.406919	8.033246	8.555739	8.147633	8.013844	8.439444
Nudt4	13.118223	12.747239	12.94227	13.203235	12.500952	12.944265
LOC293103	10.569852	10.661246	10.734491	10.864217	10.693041	10.520699
Ndufa8	12.701754	12.758972	12.669992	12.805866	12.720239	12.786405
RGD1564237	4.224206	4.6509514	4.5836964	4.822215	4.3104787	4.8268723
Hiat1	11.259371	11.685136	11.053549	11.159373	10.970202	11.130143
RGD1304721	8.806841	8.710615	8.732262	8.625301	8.581206	8.497503
Tnfsf13	9.593442	10.044482	9.216626	10.291155	10.173838	9.93369
RGD1564930	11.206581	11.25578	10.851927	11.191979	11.16672	11.270393
Oxnad1	9.320007	9.790912	9.273172	9.56637	9.201466	9.063651
Edf1	10.068786	9.81636	10.036655	10.130539	10.141689	9.952501
Abhd14b	12.778473	12.675723	12.914937	12.18725	12.517043	12.051445
RGD1560152	9.829524	9.688876	9.826262	9.360096	9.46189	9.234481
RGD735175	11.431519	11.432842	11.541627	11.146883	11.218485	11.355758
Tacstd2	8.838363	8.3575115	8.546182	7.189519	5.9830294	7.502266
Commd10	9.770666	9.882915	9.815686	9.56893	9.576656	9.469019
Col4a5	11.780633	11.827079	11.602255	11.501723	11.415528	11.853733
Mrpl50	8.792817	8.279771	8.204758	9.2079	9.1803255	8.4865
Gtl6	9.3745775	9.806558	9.073379	9.265778	9.291212	9.679801
Zc3hc1	8.75327	8.751136	8.492748	8.552556	8.833451	8.585517
Nnt_mapped	12.459543	12.510554	12.233002	12.35722	12.437738	12.523564
LOC500877	10.329483	10.54392	10.092248	10.179096	10.449205	10.599612
Rhoc	12.004801	12.132512	11.97565	11.85338	12.017239	11.850208
Ak3l1	13.388627	13.803137	13.127854	13.506541	13.297987	13.5161705
Tubb2	13.159732	13.2697735	13.274596	12.64681	12.912362	13.095471
RGD1307672	9.511001	9.309475	9.164248	9.07013	9.031272	9.181638
Chordc1	10.510726	10.247981	10.282388	10.423998	10.790181	10.508206
Kars	9.96657	9.854561	9.8956585	9.753161	9.569621	9.690155
Bcl2l13	8.06817	8.397985	8.478148	8.774873	8.849531	8.52887
Ppil3	8.962365	9.033952	9.060497	8.777724	8.72482	8.903177
