0	0	0	1	1	1
Slc17a5	11.87359	11.74258	12.04691	10.548914	10.659474	10.314311
Ankrd52	10.022395	9.925711	10.0714	9.021769	9.055532	8.869854
Spic	4.135119	3.7490273	3.320448	4.31341	4.668118	4.5546637
Cldn11	6.628324	6.2803545	5.8030634	6.1167693	8.201765	6.615116
Tor1aip2	9.569621	9.835426	9.663987	10.228304	9.799357	9.988332
Gmppa	10.195509	10.706575	10.525711	10.232666	9.857226	9.826255
Acp6	9.7895975	9.74151	9.890992	9.955837	9.753151	10.048646
Gprc5b	7.1547737	6.9877157	6.8619323	5.5830846	6.697659	6.151682
Clk4	10.944423	11.1575165	10.922294	11.542642	11.446201	12.1802435
RGD1305162	10.105728	10.289446	10.189867	10.332541	10.440409	10.603941
Cln8	8.1182995	7.982353	8.084232	8.73558	9.423136	9.048819
Sfrs14	8.873316	8.91692	8.587594	9.095886	9.32065	9.203459
LOC363153	3.8939404	3.3356776	3.0018177	3.2320335	3.4643922	4.0994377
Dmap1	9.42445	9.335548	9.385968	9.264631	9.701168	9.261394
Eiih	9.405724	9.624856	9.055128	10.129016	10.458026	10.737555
Laptm5	8.6314	7.7226253	8.060273	8.254238	8.660004	8.814545
B3gat1	8.2041645	8.781595	8.0326605	6.8108053	7.089277	6.477455
RGD1309036	5.065279	5.067665	4.327516	4.9197326	4.8212657	4.892745
Hint3	9.637763	9.444471	9.773825	9.735028	9.470316	10.069484
RGD1308396	8.497503	8.765284	8.622894	8.807562	8.611412	8.958923
Bin3	9.145087	9.394084	9.180855	9.340132	9.100568	9.208082
