st_gene_id,gene_id,gene_symbol,fpkm_ato1,fpkm_ato2,fpkm_ato3,fpkm_db1,fpkm_db2,fpkm_db3,tpm_ato1,tpm_ato2,tpm_ato3,tpm_db1,tpm_db2,tpm_db3,read_count_ato1,read_count_ato2,read_count_ato3,read_count_db1,read_count_db2,read_count_db3,average_fpkm_ato10,average_fpkm_db,average_tpm_ato10,average_tpm_db,average_read_count_ato10,average_read_count_db
G10090_15656,108037,Shmt2,50.66,72.5,147.26,125.08,111.62,144.83,72.97,119.42,239.54,217.68,184.73,242.6,1592,2284,4152,3519,2733,3860,90.14,127.1766667,143.9766667,215.0033333,2676,3370.666667
G10090_29885,240028,Lnpep,2.11,1.1,0.76,1.38,1.03,0.91,3.04,1.81,1.23,2.4,1.71,1.53,155,81,50,91,59,57,1.323333333,1.106666667,2.026666667,1.88,95.33333333,69
G10090_22311,67306,Zc2hc1a,5.99,6.95,5.08,6.33,5.85,7.18,8.63,11.45,8.26,11.01,9.69,12.02,281,327,214,266,214,286,6.006666667,6.453333333,9.446666667,10.90666667,274,255.3333333
G10090_4300,22339,Vegfa,66.89,42.1,52.88,72.38,59.71,65.39,96.35,69.35,86.02,125.96,98.81,109.53,2884,1777,2061,2826,1999,2437,53.95666667,65.82666667,83.90666667,111.4333333,2240.666667,2420.666667
G10090_6094,74253,Klrg2,6.31,9.18,1.7,1.39,1.02,1.32,9.09,15.12,2.77,2.42,1.69,2.21,197,288,48,39,25,35,5.73,1.243333333,8.993333333,2.106666667,177.6666667,33
G10090_310,545253,Gm5820,0.07,0.68,0.3,0.41,0.39,1.05,0.1,1.12,0.49,0.72,0.64,1.76,3,21,10,14,11,31,0.35,0.616666667,0.57,1.04,11.33333333,18.66666667
G10090_25301,192663,Abcg4,0.08,0.1,0.02,0.04,0.08,0.02,0.11,0.16,0.04,0.08,0.13,0.04,4,5,1,2,3,1,0.066666667,0.046666667,0.103333333,0.083333333,3.333333333,2
G10090_13254,52335,Atxn1l,4.39,7.19,6.6,6.53,6.04,6.08,6.32,11.85,10.73,11.37,9.99,10.18,476,778,638,632,507,556,6.06,6.216666667,9.633333333,10.51333333,630.6666667,565
G10090_3082,217615,217615,40.18,75.4,83.24,85.53,73.64,90.71,57.87,124.2,135.41,148.85,121.87,151.94,1599,3014,3001,3067,2309,3096,66.27333333,83.29333333,105.8266667,140.8866667,2538,2824
G10090_26316,75292,Prkd3,7.83,7.4,6.04,5.68,6.4,7.11,11.27,12.19,9.83,9.88,10.59,11.91,570,546,410,393,377,454,7.09,6.396666667,11.09666667,10.79333333,508.6666667,408
G10090_2706,353155,Gjd3,0.1,0,0,0,0,0,0.14,0,0,0,0,0,1,0,0,0,0,0,0.033333333,0,0.046666667,0,0.333333333,0
G10090_23618,102638515,Gm10725,1.64,2.27,1.71,1.13,1.7,1.64,2.36,3.74,2.78,1.97,2.82,2.75,26,36,24.26,16,21,22,1.873333333,1.49,2.96,2.513333333,28.75333333,19.66666667
G10090_30141,107368,Pdzd8,6.56,5.93,6.46,7.47,6.98,6.4,9.46,9.77,10.51,12.99,11.55,10.72,663,602,587,678,550,550,6.316666667,6.95,9.913333333,11.75333333,617.3333333,592.6666667
G10090_14083,56872,Pate4,0.08,0,0,0,0,0,0.11,0,0,0,0,0,1,0,0,0,0,0,0.026666667,0,0.036666667,0,0.333333333,0
G10090_24860,216558,Ugp2,56.21,87.86,89.07,104.11,80.13,96.88,80.97,144.73,144.89,181.18,132.61,162.28,2097,3354,3048,3578,2374,3146,77.71333333,93.70666667,123.53,158.69,2833,3032.666667
G10090_1360,71648,Optn,17.12,11.48,10.44,9.61,11.54,11.91,24.67,18.91,16.98,16.72,19.1,19.96,510,357,295,286,278,321,13.01333333,11.02,20.18666667,18.59333333,387.3333333,295
G10090_33702,12007,Azgp1,5,32.23,32.15,16.43,33.33,37.85,7.2,53.08,52.3,28.6,55.16,63.4,85,548,489,249,441,544,23.12666667,29.20333333,37.52666667,49.05333333,374,411.3333333
G10090_12634,26380,Esrrb,16.17,6.07,17.2,28.29,28.9,27.04,23.3,10,27.97,49.24,47.82,45.29,864,324,842,1433,1245,1295,13.14666667,28.07666667,20.42333333,47.45,676.6666667,1324.333333
G10090_13496,12565,Cdh9,0,0,0,0,0.02,0,0,0,0,0,0.04,0,0,0,0,0,1,0,0,0.006666667,0,0.013333333,0,0.333333333
G10090_4806,15039,H2-T22,34.71,52.19,28.3,18.9,41.53,44.18,50,85.97,46.04,32.9,68.73,74,795.16,1187.27,581.24,385.18,735.28,847.19,38.4,34.87,60.67,58.54333333,854.5566667,655.8833333
G10090_955,211286,Cln5,34.02,21.78,17.69,19.42,23.59,20.96,49,35.88,28.77,33.8,39.04,35.11,1140,732,532,583,616,596,24.49666667,21.32333333,37.88333333,35.98333333,801.3333333,598.3333333
G10090_3495,21343,Taf6,10.68,9.84,11.63,12.72,12.84,12.98,15.39,16.21,18.92,22.14,21.26,21.74,332.95,307.54,329.74,362.86,317.5,348.49,10.71666667,12.84666667,16.84,21.71333333,323.41,342.95
G10090_2806,230393,Focad,1.73,2.11,2.35,2.97,2.13,3.05,2.49,3.47,3.82,5.17,3.53,5.11,141.75,166.8,168.08,220.67,136.72,206.88,2.063333333,2.716666667,3.26,4.603333333,158.8766667,188.09
G10090_22302,93880,Pcdhb9,0.59,0.49,0.11,0.08,0.21,0.19,0.85,0.81,0.17,0.14,0.35,0.33,25,21,4,3,7,7,0.396666667,0.16,0.61,0.273333333,16.66666667,5.666666667
G10090_7401,18160,Npr1,8.14,3.31,6.41,7.63,6.49,7.97,11.72,5.45,10.43,13.27,10.75,13.35,460,189,328,388,287,387,5.953333333,7.363333333,9.2,12.45666667,325.6666667,354
G10090_1603,68166,Spire1,10.57,9.37,11.42,17.66,15.47,13.92,15.23,15.43,18.57,30.73,25.61,23.32,738,657,735,1142,864,849,10.45333333,15.68333333,16.41,26.55333333,710,951.6666667
G10090_23869,69878,Snrpf,51.27,37.24,33.89,27.58,41.77,33.07,73.85,61.34,55.12,47.99,69.13,55.4,497,359,292,236,314,269,40.8,34.14,63.43666667,57.50666667,382.6666667,273
G10090_23593,317758,Gimap9,7.98,10.29,7.03,7.11,7.72,7.95,11.5,16.95,11.43,12.37,12.78,13.32,147,189,116,115,111,121,8.433333333,7.593333333,13.29333333,12.82333333,150.6666667,115.6666667
G10090_13625,20539,Slc7a5,5.95,2.29,2.2,1.43,2.22,2.47,8.57,3.78,3.58,2.49,3.68,4.14,292,113,97,63,85,103,3.48,2.04,5.31,3.436666667,167.3333333,83.66666667
G10090_1500,73847,Fam110a,12.03,6.14,5.85,6.33,6.31,6.53,17.32,10.12,9.51,11.02,10.45,10.94,281,144,124,134,116,126,8.006666667,6.39,12.31666667,10.80333333,183,125.3333333
G10090_13881,75387,Sirt4,5.2,7.71,6.91,8.07,9.09,8.77,7.5,12.7,11.24,14.05,15.05,14.69,108,159,129,149,146,154,6.606666667,8.643333333,10.48,14.59666667,132,149.6666667
G10090_14586,103765,Tmem17,3.71,3.09,2.32,2.27,2.02,1.93,5.34,5.09,3.78,3.95,3.34,3.23,66,55,37,36,28,29,3.04,2.073333333,4.736666667,3.506666667,52.66666667,31
G10090_1019,23939,Mapk7,9.22,7.45,4.48,3.28,4.74,2.99,13.28,12.28,7.29,5.72,7.84,5.01,394,321,169,125,156,109,7.05,3.67,10.95,6.19,294.6666667,130
G10090_3172,50779,Rgs6,1.69,0.81,2.16,2.29,2.95,2.56,2.43,1.34,3.52,3.99,4.89,4.29,136,68,161,174,191,176,1.553333333,2.6,2.43,4.39,121.6666667,180.3333333
G10090_5873,74694,Tbc1d30,0.66,0.76,0.59,0.51,0.37,0.54,0.96,1.26,0.96,0.88,0.62,0.9,48,56,40,36,23,34,0.67,0.473333333,1.06,0.8,48,31
G10090_7406,22661,Zfp148,5.65,5.47,4.58,5.74,5.51,5.84,8.14,9.01,7.45,10,9.11,9.78,626,603,496,609,529,549,5.233333333,5.696666667,8.2,9.63,575,562.3333333
G10090_16558,76192,Abhd12,53.09,41.61,38.81,31.95,36.46,36.41,76.47,68.54,63.14,55.61,60.33,61,1246,1004,837,695,681,749,44.50333333,34.94,69.38333333,58.98,1029,708.3333333
G10090_30216,71929,Tmem123,64.24,52.09,32.89,30,37.27,31.82,92.53,85.8,53.5,52.21,61.68,53.3,2463,2023,1146,1064,1139,1063,49.74,33.03,77.27666667,55.73,1877.333333,1088.666667
G10090_2439,12290,Cacna1e,0.06,0.06,0.03,0.08,0.07,0.06,0.08,0.11,0.05,0.13,0.12,0.11,12,14,6,15,12,11,0.05,0.07,0.08,0.12,10.66666667,12.66666667
G10090_8784,75660,Lin37,16.83,15.1,12,11.71,14.6,12.46,24.25,24.87,19.52,20.38,24.17,20.87,212,190,135,131,145,135,14.64333333,12.92333333,22.88,21.80666667,179,137
G10090_6090,21367,Cntn2,0.03,0.07,0.03,0,0.03,0.01,0.04,0.11,0.04,0,0.05,0.02,4,9,3,0,3,1,0.043333333,0.013333333,0.063333333,0.023333333,5.333333333,1.333333333
G10090_3073,69847,Wnk4,56.74,50.94,61.64,77.34,106.93,95.52,81.74,83.91,100.28,134.59,176.95,160.01,3119,2830,3132,3916,4701,4571,56.44,93.26333333,88.64333333,157.1833333,3027,4396
G10090_9762,66587,Fastk,73.02,53.13,73.42,64.57,78.61,77.98,105.18,87.51,119.43,112.36,130.08,130.61,1844,1348,1667,1459,1546,1666,66.52333333,73.72,104.04,124.35,1619.666667,1557
G10090_8307,231991,Creb5,1.37,1.35,0.23,0.05,0.34,0.17,1.97,2.23,0.37,0.09,0.57,0.29,152,148,23,5,30,16,0.983333333,0.186666667,1.523333333,0.316666667,107.6666667,17
G10090_11946,67710,Polr2g,48.5,45.75,42.72,51.72,49.73,43.89,69.86,75.36,69.5,90.01,82.31,73.52,509,478,399,480,405,387,45.65666667,48.44666667,71.57333333,81.94666667,462,424
G10090_26535,52513,Ddx56,12.93,13.96,14.16,9.87,12.53,12.44,18.62,23,23.03,17.18,20.74,20.84,357,397,354,266,279,304,13.68333333,11.61333333,21.55,19.58666667,369.3333333,283
G10090_11557,12752,Cln3,31.79,30.26,18.57,18.18,24.09,24.83,45.79,49.84,30.21,31.63,39.86,41.6,841.49,803,437,440,498,570,26.87333333,22.36666667,41.94666667,37.69666667,693.83,502.6666667
G10090_15908,71701,Pnpt1,12.64,12.24,13.21,15.69,11.47,17.12,18.2,20.16,21.49,27.3,18.98,28.67,369,389,390,472,308,470,12.69666667,14.76,19.95,24.98333333,382.6666667,416.6666667
G10090_27212,70511,Eef2kmt,12.73,16.83,12.45,11.09,14.22,14.77,18.33,27.72,20.25,19.29,23.53,24.74,369.52,489.76,324.25,288.13,321.66,363.72,14.00333333,13.36,22.1,22.52,394.51,324.5033333
G10090_12779,216456,Gls2,0.12,0.12,0.17,0.17,0.12,0.21,0.18,0.2,0.27,0.3,0.2,0.35,4,4,5,5,3,6,0.136666667,0.166666667,0.216666667,0.283333333,4.333333333,4.666666667
G10090_23796,225929,Patl1,12.49,10.44,9.82,11.02,10.68,10.34,17.99,17.19,15.98,19.18,17.67,17.32,696,578,498,557,471,495,10.91666667,10.68,17.05333333,18.05666667,590.6666667,507.6666667
G10090_521,15425,Hoxc6,4.98,4.79,5.24,12.02,9.12,7.69,7.17,7.88,8.52,20.92,15.1,12.87,135,161,160,370,254,223,5.003333333,9.61,7.856666667,16.29666667,152,282.3333333
G10090_7884,67245,Peli1,10.91,6.94,6.55,8.41,7.94,5.92,15.71,11.42,10.66,14.63,13.13,9.91,483,323,282,367,301,238,8.133333333,7.423333333,12.59666667,12.55666667,362.6666667,302
G10090_31722,30057,Timm8b,201.27,184.15,192.74,189.07,220.28,206.5,289.92,303.33,313.53,329.04,364.54,345.9,1112,1003,937,908,939,946,192.72,205.2833333,302.26,346.4933333,1017.333333,931
G10090_9624,60613,Kcnq4,0.24,0.06,0.08,0.02,0.03,0.07,0.35,0.1,0.13,0.04,0.04,0.12,13,3,4,1,1,3,0.126666667,0.04,0.193333333,0.066666667,6.666666667,1.666666667
G10090_19727,232944,Mark4,15.12,10.51,11.68,11.81,11.49,10.75,21.78,17.32,19.01,20.55,19.02,18,772,540,536,533,458,466,12.43666667,11.35,19.37,19.19,616,485.6666667
G10090_6529,76073,Pcgf5,9.34,8.61,5.73,6.23,5.71,7.49,13.46,14.18,9.31,10.84,9.44,12.54,410,421,396,381,333,381,7.893333333,6.476666667,12.31666667,10.94,409,365
G10090_26679,234728,Cmtr2,1.66,2.47,1.69,1.4,1.59,2.61,2.39,4.07,2.75,2.44,2.63,4.38,83,124,76,64,62,111,1.94,1.866666667,3.07,3.15,94.33333333,79
G10090_13031,546840,Ldlrad1,0.06,0.11,0.09,0.04,0,0,0.08,0.19,0.15,0.07,0,0,3,3,3,2,0,0,0.086666667,0.013333333,0.14,0.023333333,3,0.666666667
G10090_10184,623661,Lipt1,3.59,4.64,4.77,5.06,5.96,5.01,5.17,7.64,7.76,8.8,9.87,8.39,74,96,89,96,91,90,4.333333333,5.343333333,6.856666667,9.02,86.33333333,92.33333333
G10090_10666,67574,Alg13,1.52,1.84,1.54,1.29,1.36,1.9,2.19,3.03,2.51,2.24,2.25,3.18,33,40,30,25,23,35,1.633333333,1.516666667,2.576666667,2.556666667,34.33333333,27.66666667
G10090_26111,20474,Six4,0.68,0.52,0.62,0.75,0.92,0.79,0.98,0.85,1.01,1.3,1.53,1.32,73,56,60,71,75,70,0.606666667,0.82,0.946666667,1.383333333,63,72
G10090_28258,226182,Taf5,1.99,1.63,1.62,1.6,1.84,1.38,2.86,2.68,2.64,2.78,3.04,2.3,90,74,66,65,65,53,1.746666667,1.606666667,2.726666667,2.706666667,76.66666667,61
G10090_21446,68001,Cfap298,24.8,28.9,27.7,23.56,28.09,28.84,35.73,47.6,45.06,41.01,46.48,48.31,367,427,366,310,323,360,27.13333333,26.83,42.79666667,45.26666667,386.6666667,331
G10090_29148,240638,Slc16a12,13.86,29.7,20.75,28.4,23.62,30.35,19.97,48.92,33.76,49.43,39.08,50.84,748,1632,1025,1401,1012,1418,21.43666667,27.45666667,34.21666667,46.45,1135,1277
G10090_33594,18477,Prdx1,726.97,767.44,787.28,683.75,709.16,720.11,1047.15,1264.13,1280.68,1189.93,1173.58,1206.22,13448,14198,13029,11276,10206,11262,760.5633333,704.34,1197.32,1189.91,13558.33333,10914.66667
G10090_2319,11981,Atp9a,25.14,26.66,18.38,15.57,22.09,18.9,36.22,43.92,29.9,27.1,36.56,31.67,1106,1210,798,678,806,780,23.39333333,18.85333333,36.68,31.77666667,1038,754.6666667
G10090_4537,16175,Il1a,19.49,0.74,0.17,0,0.14,0,28.07,1.21,0.27,0,0.24,0,521,20,4,0,3,0,6.8,0.046666667,9.85,0.08,181.6666667,1
G10090_3947,11352,Abl2,3.46,3.47,2.64,2.6,2.35,2.41,4.98,5.72,4.29,4.53,3.88,4.04,519,526,359,356,282,309,3.19,2.453333333,4.996666667,4.15,468,315.6666667
G10090_23585,16499,Kcnab3,0.7,0.31,0.47,0.54,0.88,0.34,1.01,0.52,0.76,0.95,1.46,0.57,24,11,14,17,24,10,0.493333333,0.586666667,0.763333333,0.993333333,16.33333333,17
G10090_18352,15284,Hlx,6.82,2.05,1.87,1.23,0.75,0.97,9.83,3.38,3.05,2.13,1.24,1.63,199,60,49,32,17,24,3.58,0.983333333,5.42,1.666666667,102.6666667,24.33333333
G10090_16688,207352,Sec23ip,9.55,10.98,11.08,12.12,10.37,10.71,13.76,18.08,18.02,21.1,17.16,17.95,482.11,550,506,576,413.04,487,10.53666667,11.06666667,16.62,18.73666667,512.7033333,492.0133333
G10090_10,229517,Slc25a44,13.61,15.13,18.28,18.86,19.85,17.13,19.6,24.92,29.74,32.82,32.85,28.7,659,750,813,837,766,724,15.67333333,18.61333333,24.75333333,31.45666667,740.6666667,775.6666667
G10090_20841,102641028,LOC102641028,0.14,0.74,0.42,0.57,0.72,0.28,0.2,1.23,0.68,1,1.19,0.46,3,16,8,11,12,5,0.433333333,0.523333333,0.703333333,0.883333333,9,9.333333333
G10090_5681,72843,Prdm4,7.2,9.45,7.39,7.14,8.4,6.63,10.38,15.57,12.03,12.43,13.9,11.11,391,487,337,325,334,309,8.013333333,7.39,12.66,12.48,405,322.6666667
G10090_2031,331524,Xkrx,0.33,0.2,0.18,0.29,0.48,0.35,0.48,0.33,0.3,0.51,0.8,0.59,14,8,7,11,15,12,0.236666667,0.373333333,0.37,0.633333333,9.666666667,12.66666667
G10090_4501,243371,Lrrc61,6.8,8.52,10.69,9.96,12.18,10.99,9.8,14.03,17.38,17.33,20.15,18.4,261,337,370,347,364,363,8.67,11.04333333,13.73666667,18.62666667,322.6666667,358
G10090_12967,107448,Unc5a,0.13,1.02,0.04,0.06,0.02,0.02,0.19,1.68,0.07,0.11,0.04,0.04,7,55,2,3,1,1,0.396666667,0.033333333,0.646666667,0.063333333,21.33333333,1.666666667
G10090_23817,100039815,Gm2436,0.85,0,0,0.81,1.14,0.86,1.22,0,0,1.41,1.89,1.45,7.11,0,0,5.96,7.43,6.05,0.283333333,0.936666667,0.406666667,1.583333333,2.37,6.48
G10090_23777,74111,Rbm19,4.78,3.77,4.78,5.08,5.09,5.05,6.88,6.21,7.77,8.84,8.42,8.46,265,210,238,253,220,238,4.443333333,5.073333333,6.953333333,8.573333333,237.6666667,237
G10090_30738,78903,Wrnip1,8.77,10.37,10.29,10.86,11.96,10.08,12.64,17.07,16.75,18.91,19.8,16.88,319,378,336,354,339,311,9.81,10.96666667,15.48666667,18.53,344.3333333,334.6666667
G10090_1914,232196,C87436,6.05,8.28,8.63,9.49,9.92,9.25,8.71,13.64,14.04,16.51,16.42,15.5,240,311,293,324,290,300,7.653333333,9.553333333,12.13,16.14333333,281.3333333,304.6666667
G10090_2185,18004,Nek1,1.9,2.29,1.6,2.52,2.8,1.94,2.74,3.78,2.6,4.39,4.64,3.26,139,166,107,164,160,125,1.93,2.42,3.04,4.096666667,137.3333333,149.6666667
G10090_13691,74106,Dcaf6,10.02,13.68,14.76,14.93,15.18,16.93,14.43,22.54,24.01,25.99,25.12,28.36,444,636,613,617,541,667,12.82,15.68,20.32666667,26.49,564.3333333,608.3333333
G10090_7018,244329,Mcph1,1.3,1.74,1.05,1.08,1.13,1.22,1.88,2.87,1.71,1.87,1.87,2.05,90,117,64,65,59,71,1.363333333,1.143333333,2.153333333,1.93,90.33333333,65
G10090_21906,68477,Rmnd5a,17.72,21.96,23.21,26.16,30.8,24.98,25.52,36.17,37.75,45.52,50.97,41.85,1345,1700,1611,1879,1876,1679,20.96333333,27.31333333,33.14666667,46.11333333,1552,1811.333333
G10090_1276,27419,Naglu,14.82,25.42,17.52,14.82,16.69,19.08,21.34,41.88,28.5,25.79,27.62,31.96,501,866,534,451,441,550,19.25333333,16.86333333,30.57333333,28.45666667,633.6666667,480.6666667
G10090_14260,53901,Rcan2,6.16,4.11,6.17,6.47,7.8,5.53,8.88,6.77,10.03,11.26,12.9,9.26,282,193,257,273,281,219,5.48,6.6,8.56,11.14,244,257.6666667
G10090_33832,19361,Rad51,1.03,1.51,0.42,0.42,0.58,0.2,1.49,2.49,0.69,0.74,0.95,0.34,30,44,11,11,13,5,0.986666667,0.4,1.556666667,0.676666667,28.33333333,9.666666667
G10090_21620,68118,Atg101,36.37,21.56,19.87,20.2,19.71,18.88,52.38,35.52,32.33,35.16,32.61,31.62,577,343,282,288,245,254,25.93333333,19.59666667,40.07666667,33.13,400.6666667,262.3333333
G10090_12549,271849,Shc4,0.46,0.61,0.12,0.09,0.08,0.15,0.67,1,0.19,0.16,0.13,0.25,23,29,5,4,3,6,0.396666667,0.106666667,0.62,0.18,19,4.333333333
G10090_25388,667693,Gm8765,0.03,0,0.05,0.23,0.17,0.17,0.04,0,0.08,0.39,0.29,0.28,1.09,0,1.92,8.75,5.84,6.06,0.026666667,0.19,0.04,0.32,1.003333333,6.883333333
G10090_14914,235504,Slc17a5,15.64,33.11,29.31,25.95,29.76,28.44,22.53,54.53,47.67,45.16,49.25,47.64,705,1496,1187,1049,1046,1089,26.02,28.05,41.57666667,47.35,1129.333333,1061.333333
G10090_6247,76775,Slc10a7,4.62,3.55,3.76,2.75,3.25,2.91,6.66,5.84,6.11,4.78,5.37,4.87,225,177,165,122,124,123,3.976666667,2.97,6.203333333,5.006666667,189,123
G10090_3316,210757,Themis,0.14,0.11,0.05,0.03,0,0.05,0.2,0.18,0.08,0.06,0,0.09,9,7,3,2,0,3,0.1,0.026666667,0.153333333,0.05,6.333333333,1.666666667
G10090_32600,623781,Gm14137,0.49,0.26,0.42,0.21,0.21,0.42,0.71,0.42,0.68,0.36,0.35,0.7,21,11,16,8,7,15,0.39,0.28,0.603333333,0.47,16,10
G10090_15851,214292,Syna,0.45,0.06,0.08,0.11,0.16,0.23,0.64,0.1,0.13,0.19,0.26,0.39,20,3,3,4,5,8,0.196666667,0.166666667,0.29,0.28,8.666666667,5.666666667
G10090_29352,228994,Ythdf1,17.16,15.69,13.29,17.1,13.16,13.73,24.71,25.85,21.62,29.76,21.77,23,756,694,526,676,452,514,15.38,14.66333333,24.06,24.84333333,658.6666667,547.3333333
G10090_1578,23963,Tenm1,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0.003333333,0,0.003333333,0,0.333333333,0
G10090_9135,100038489,Apela,28.37,16.48,36.95,31.72,35.57,52.63,40.86,27.14,60.1,55.21,58.87,88.15,342,198,399,339,334,535,27.26666667,39.97333333,42.7,67.41,313,402.6666667
G10090_26660,13135,Dad1,303.83,267.24,303.58,264.22,270.7,279.9,437.65,440.19,493.84,459.82,447.98,468.85,2435,2129,2158,1865,1682,1876,291.55,271.6066667,457.2266667,458.8833333,2240.666667,1807.666667
G10090_14043,24127,Xrn1,2.75,3.53,2.81,2.44,3.17,2.59,3.97,5.81,4.57,4.25,5.24,4.33,401,518,369,322,360,319,3.03,2.733333333,4.783333333,4.606666667,429.3333333,333.6666667
G10090_18228,216622,4931440F15Rik,0,0,0.02,0.07,0.03,0.08,0,0,0.04,0.13,0.05,0.13,0,0,1,3,1,3,0.006666667,0.06,0.013333333,0.103333333,0.333333333,2.333333333
G10090_33668,70675,Vcpip1,2.65,3.72,2.68,3.95,2.82,2.91,3.82,6.12,4.35,6.87,4.67,4.88,371,523,337,497,308,347,3.016666667,3.226666667,4.763333333,5.473333333,410.3333333,384
G10090_10126,18588,Pde6g,0,0.13,0.6,0.3,0.69,0.21,0,0.22,0.98,0.52,1.14,0.35,0,2,6,3,6,2,0.243333333,0.4,0.4,0.67,2.666666667,3.666666667
G10090_9842,629059,Fam124a,3.88,3.23,1.32,1.12,2.14,1.26,5.59,5.32,2.15,1.95,3.54,2.1,193,161,59,50,83,53,2.81,1.506666667,4.353333333,2.53,137.6666667,62
G10090_24583,72515,Wdr43,11.51,10.26,10.66,8.1,9.78,8.24,16.58,16.9,17.34,14.09,16.18,13.8,554,496,461,350,367,337,10.81,8.706666667,16.94,14.69,503.6666667,351.3333333
G10090_5797,54426,Hgfac,0.99,4.14,1.25,1.86,1.85,2.2,1.42,6.82,2.03,3.23,3.06,3.68,29,118,33,49,42,55,2.126666667,1.97,3.423333333,3.323333333,60,48.66666667
G10090_6147,66978,Luc7l,20,21.58,17.9,17.78,18.45,14.25,28.81,35.54,29.11,30.94,30.53,23.86,656,772,563,604,508,426,19.82666667,16.82666667,31.15333333,28.44333333,663.6666667,512.6666667
G10090_9771,100502766,Kifc1,1.59,1.68,0.38,0.32,0.66,0.32,2.3,2.77,0.62,0.55,1.09,0.53,45.43,47.67,9.41,7.94,14.69,8.53,1.216666667,0.433333333,1.896666667,0.723333333,34.17,10.38666667
G10090_4563,26398,Map2k4,17.35,17.66,16.06,14.96,16.09,15.38,24.99,29.08,26.13,26.04,26.62,25.76,886,907,756,701,656,674,17.02333333,15.47666667,26.73333333,26.14,849.6666667,677
G10090_19406,23888,Gpc6,2.4,1.16,0.57,0.47,1.08,0.56,3.46,1.91,0.92,0.82,1.79,0.94,231,112,49,41,81,46,1.376666667,0.703333333,2.096666667,1.183333333,130.6666667,56
G10090_18639,71702,Cdc5l,16.2,17.77,15.37,19.05,17.58,18.99,23.33,29.28,25,33.15,29.1,31.82,672,740,572,708,568,668,16.44666667,18.54,25.87,31.35666667,661.3333333,648
G10090_32922,68226,Efcab2,1.81,3.03,3.29,4.45,4.16,3.89,2.6,4.99,5.36,7.75,6.88,6.51,63,106,103,139,113,115,2.71,4.166666667,4.316666667,7.046666667,90.66666667,122.3333333
G10090_3099,14009,Etv1,2.34,4.43,2.34,4.03,4.51,3.25,3.37,7.29,3.8,7.02,7.46,5.44,113,224,107,190,180,140,3.036666667,3.93,4.82,6.64,148,170
G10090_5774,226747,Ahctf1,5.15,6.05,6.07,8.71,5.92,6.41,7.42,9.97,9.88,15.16,9.8,10.74,623,737,662,952,560,661,5.756666667,7.013333333,9.09,11.9,674,724.3333333
G10090_6943,13854,Epn1,101.82,124.52,93.5,84.78,101.06,102.18,146.67,205.11,152.11,147.55,167.25,171.15,3184,4090,2904,2643,2683,3015,106.6133333,96.00666667,167.9633333,161.9833333,3392.666667,2780.333333
G10090_25733,22446,Xlr3c,0.05,0.95,0,0.73,0.2,1.17,0.08,1.56,0,1.27,0.33,1.96,1.13,19.86,0,13.62,3.23,20.96,0.333333333,0.7,0.546666667,1.186666667,6.996666667,12.60333333
G10090_28452,68917,Hint2,141.29,225.68,332.41,273.42,348.13,296.96,203.52,371.74,540.73,475.83,576.12,497.43,916,1446,1900,1549,1742,1603,233.1266667,306.17,371.9966667,516.46,1420.666667,1631.333333
G10090_22332,72946,Lrrc47,9.08,11.11,10.94,13.05,11.29,10.65,13.08,18.29,17.79,22.71,18.68,17.84,429.68,527.65,465.05,554.28,416.65,428.28,10.37666667,11.66333333,16.38666667,19.74333333,474.1266667,466.4033333
G10090_9703,19735,Rgs2,23.69,9.32,9.16,8.18,12.43,5.79,34.12,15.35,14.9,14.24,20.56,9.69,988,390,343,306,404,205,14.05666667,8.8,21.45666667,14.83,573.6666667,305
G10090_14539,12874,Cpd,32.56,29.1,18.49,19.09,18.32,19.27,46.9,47.93,30.07,33.22,30.31,32.29,4274,3840,2184,2254,1876,2154,26.71666667,18.89333333,41.63333333,31.94,3432.666667,2094.666667
G10090_17068,68652,Tab2,32.53,41.69,28,30.59,29.21,28.09,46.86,68.67,45.55,53.23,48.34,47.05,1962,2526,1519,1662,1374,1441,34.07333333,29.29666667,53.69333333,49.54,2002.333333,1492.333333
G10090_26235,15925,Ide,11.76,16.11,15.89,20.21,14.5,17.84,16.95,26.54,25.86,35.17,23.99,29.88,828,1139,1006,1278,796,1068,14.58666667,17.51666667,23.11666667,29.68,991,1047.333333
G10090_8719,210673,Prrt3,0.05,0.04,0.06,0.04,0.02,0,0.08,0.06,0.1,0.07,0.04,0,3,2,3,2,1,0,0.05,0.02,0.08,0.036666667,2.666666667,1
G10090_31927,71773,Ugt2b1,0,0,0,0,0.04,0,0,0,0,0,0.06,0,0,0,0,0,1,0,0,0.013333333,0,0.02,0,0.333333333
G10090_29742,20278,Scnn1g,15.99,15.82,19.39,30.37,27.24,28.18,23.03,26.06,31.54,52.85,45.09,47.2,650,649,715,1125,880,984,17.06666667,28.59666667,26.87666667,48.38,671.3333333,996.3333333
G10090_27862,11643,Akap4,0,0.03,0,0,0,0,0,0.04,0,0,0,0,0,1,0,0,0,0,0.01,0,0.013333333,0,0.333333333,0
G10090_15145,383787,Ankrd63,0.01,0,0,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,0.003333333,0,0.006666667,0,0.333333333,0
